DATE,AGE,GENDER,DAILY_STRESS,WEEKLY_MEDITATION,CORE_CIRCLE,SUPPORTING_OTHERS,LIFE_VISION,TIME_FOR_PASSION,YEAR
9/2/2018,36 to 50,Female,4,7,3,2,3,1,2018
9/2/2018,36 to 50,Male,4,4,4,2,3,1,2018
9/2/2018,51 or more,Male,1,10,5,10,0,1,2018
9/2/2018,36 to 50,Female,3,1,8,8,3,0,2018
9/2/2018,21 to 35,Male,5,10,1,1,2,0,2018
9/2/2018,21 to 35,Male,2,8,4,4,2,2,2018
9/2/2018,51 or more,Female,5,0,1,2,0,3,2018
9/2/2018,36 to 50,Female,4,3,6,3,10,2,2018
9/3/2018,36 to 50,Female,1,7,6,10,10,2,2018
9/3/2018,51 or more,Male,4,7,6,10,0,0,2018
9/3/2018,21 to 35,Male,4,3,6,2,5,1,2018
9/3/2018,51 or more,Female,3,7,4,2,1,2,2018
9/3/2018,36 to 50,Female,4,5,10,10,2,1,2018
9/3/2018,36 to 50,Male,4,5,10,10,5,2,2018
9/3/2018,36 to 50,Female,3,5,7,4,5,1,2018
9/3/2018,51 or more,Female,3,10,10,10,10,7,2018
9/3/2018,21 to 35,Female,5,10,2,4,0,2,2018
9/3/2018,51 or more,Male,1,10,5,3,7,7,2018
9/3/2018,51 or more,Female,1,10,5,10,10,9,2018
9/3/2018,36 to 50,Female,2,4,3,2,0,1,2018
9/4/2018,36 to 50,Male,2,1,4,1,5,5,2018
9/4/2018,21 to 35,Female,3,6,4,10,2,1,2018
9/4/2018,21 to 35,Female,2,10,8,10,5,5,2018
9/4/2018,51 or more,Male,4,10,6,2,0,2,2018
9/4/2018,51 or more,Female,2,10,5,0,0,1,2018
9/4/2018,36 to 50,Female,3,7,10,10,2,7,2018
9/5/2018,36 to 50,Female,3,6,8,7,6,3,2018
9/5/2018,36 to 50,Female,5,0,2,3,0,0,2018
9/5/2018,36 to 50,Female,2,3,4,6,1,1,2018
9/5/2018,21 to 35,Female,4,9,4,2,1,0,2018
9/5/2018,36 to 50,Female,5,1,5,9,5,6,2018
9/6/2018,21 to 35,Male,0,7,10,5,10,5,2018
9/6/2018,51 or more,Female,3,8,7,7,5,8,2018
9/6/2018,21 to 35,Female,1,10,6,6,4,3,2018
9/6/2018,36 to 50,Female,3,1,7,2,2,1,2018
9/6/2018,51 or more,Female,4,6,10,10,5,1,2018
9/6/2018,36 to 50,Female,5,1,7,10,0,0,2018
9/6/2018,36 to 50,Female,4,10,10,10,2,5,2018
9/6/2018,51 or more,Female,2,6,4,5,7,8,2018
9/6/2018,51 or more,Female,1,10,8,5,0,3,2018
9/6/2018,51 or more,Male,4,10,1,10,5,3,2018
9/7/2018,21 to 35,Male,4,0,4,5,0,0,2018
9/7/2018,36 to 50,Female,2,5,2,7,2,1,2018
9/7/2018,Less than 20,Female,5,3,5,5,0,4,2018
9/8/2018,51 or more,Female,1,7,7,5,1,1,2018
9/8/2018,21 to 35,Male,0,10,8,10,10,10,2018
9/8/2018,21 to 35,Male,3,5,2,2,1,2,2018
9/8/2018,21 to 35,Female,5,2,6,10,3,1,2018
9/8/2018,36 to 50,Male,3,10,5,10,3,4,2018
9/8/2018,36 to 50,Male,2,7,10,6,10,1,2018
9/8/2018,21 to 35,Female,5,2,3,2,2,0,2018
9/8/2018,Less than 20,Female,3,4,4,1,0,4,2018
9/9/2018,21 to 35,Male,3,2,2,4,2,2,2018
9/9/2018,36 to 50,Female,3,7,10,3,1,0,2018
9/9/2018,51 or more,Female,2,9,4,10,7,10,2018
9/10/2018,21 to 35,Female,2,10,3,3,1,3,2018
9/10/2018,21 to 35,Female,3,7,6,10,5,1,2018
9/10/2018,36 to 50,Female,4,5,5,7,0,1,2018
9/10/2018,36 to 50,Female,2,7,8,10,10,8,2018
9/10/2018,21 to 35,Male,1,8,3,5,10,5,2018
9/11/2018,Less than 20,Male,1,6,2,0,2,4,2018
9/11/2018,51 or more,Male,3,3,7,2,10,1,2018
9/11/2018,36 to 50,Male,4,4,1,2,4,1,2018
9/11/2018,51 or more,Female,5,10,3,10,5,5,2018
9/12/2018,Less than 20,Female,0,7,4,5,6,4,2018
9/12/2018,36 to 50,Male,2,10,8,8,8,6,2018
9/12/2018,21 to 35,Female,3,2,6,1,3,2,2018
9/12/2018,21 to 35,Male,1,10,5,10,10,10,2018
9/12/2018,51 or more,Male,3,5,1,5,2,8,2018
9/12/2018,51 or more,Female,4,1,5,5,10,2,2018
9/12/2018,21 to 35,Male,5,7,7,2,0,4,2018
9/12/2018,Less than 20,Male,0,10,10,6,4,4,2018
9/13/2018,51 or more,Female,3,3,1,4,1,4,2018
9/13/2018,51 or more,Male,4,8,8,5,1,6,2018
9/13/2018,36 to 50,Male,3,5,6,10,4,0,2018
9/13/2018,51 or more,Female,3,7,5,3,5,3,2018
9/13/2018,36 to 50,Female,1,5,10,8,5,4,2018
9/14/2018,36 to 50,Female,2,7,2,8,2,5,2018
9/14/2018,51 or more,Female,3,8,10,10,3,1,2018
9/14/2018,21 to 35,Female,4,10,2,4,0,3,2018
9/14/2018,51 or more,Female,1,6,2,2,0,0,2018
9/15/2018,36 to 50,Female,4,5,10,7,1,5,2018
9/15/2018,Less than 20,Male,1,8,3,10,5,3,2018
9/16/2018,36 to 50,Female,5,0,6,8,0,0,2018
9/16/2018,51 or more,Female,3,4,6,5,3,5,2018
9/16/2018,21 to 35,Male,4,10,5,1,0,1,2018
9/16/2018,51 or more,Male,2,6,5,7,8,3,2018
9/16/2018,Less than 20,Female,4,5,10,6,3,3,2018
9/16/2018,36 to 50,Male,1,7,6,1,5,0,2018
9/17/2018,21 to 35,Male,3,5,5,2,0,0,2018
9/17/2018,Less than 20,Female,2,8,3,5,3,2,2018
9/17/2018,21 to 35,Female,3,5,7,10,1,6,2018
9/17/2018,21 to 35,Male,4,7,8,7,5,10,2018
9/17/2018,51 or more,Female,2,10,4,10,2,6,2018
9/17/2018,51 or more,Female,2,10,4,10,2,6,2018
9/17/2018,36 to 50,Male,4,5,3,9,8,3,2018
9/18/2018,Less than 20,Female,1,4,4,2,1,4,2018
9/18/2018,Less than 20,Female,2,8,5,3,4,1,2018
9/18/2018,Less than 20,Female,4,3,10,3,10,1,2018
9/18/2018,Less than 20,Female,2,7,5,8,5,3,2018
9/18/2018,Less than 20,Female,1,4,5,2,1,3,2018
9/18/2018,Less than 20,Female,0,1,4,0,2,2,2018
9/18/2018,Less than 20,Female,4,5,7,5,5,4,2018
9/18/2018,Less than 20,Female,4,1,4,2,7,2,2018
9/18/2018,Less than 20,Female,4,4,8,5,4,2,2018
9/18/2018,Less than 20,Female,3,5,10,10,0,1,2018
9/18/2018,Less than 20,Female,3,7,10,7,3,3,2018
9/18/2018,Less than 20,Female,1,3,4,2,1,4,2018
9/18/2018,Less than 20,Female,3,3,6,5,10,2,2018
9/18/2018,Less than 20,Female,5,6,10,10,5,2,2018
9/18/2018,Less than 20,Female,4,7,5,3,5,1,2018
9/18/2018,Less than 20,Female,2,7,7,7,7,8,2018
9/18/2018,21 to 35,Male,2,10,8,10,3,3,2018
9/18/2018,36 to 50,Female,5,10,4,10,2,4,2018
9/18/2018,51 or more,Male,3,5,8,1,4,1,2018
9/18/2018,51 or more,Female,1,7,7,10,7,1,2018
9/18/2018,21 to 35,Female,2,6,7,5,1,0,2018
9/18/2018,21 to 35,Male,4,1,6,5,0,0,2018
9/18/2018,51 or more,Female,1,10,7,3,4,5,2018
9/19/2018,21 to 35,Female,1,5,5,10,2,5,2018
9/19/2018,Less than 20,Male,1,7,2,0,1,1,2018
9/19/2018,51 or more,Female,1,5,3,1,3,0,2018
9/19/2018,Less than 20,Female,0,10,10,10,5,10,2018
9/19/2018,21 to 35,Female,2,1,10,5,4,1,2018
9/19/2018,21 to 35,Male,3,8,3,6,2,2,2018
9/20/2018,36 to 50,Male,1,10,1,1,1,4,2018
9/20/2018,21 to 35,Female,2,7,4,8,10,4,2018
9/20/2018,Less than 20,Female,2,9,7,5,10,3,2018
9/21/2018,36 to 50,Female,3,5,8,9,1,1,2018
9/21/2018,51 or more,Female,5,2,4,10,7,5,2018
9/21/2018,36 to 50,Female,2,6,7,5,5,8,2018
9/21/2018,36 to 50,Female,5,10,10,6,1,4,2018
9/21/2018,Less than 20,Male,3,10,9,8,10,9,2018
9/21/2018,36 to 50,Male,1,8,10,10,4,8,2018
9/21/2018,51 or more,Female,1,6,2,8,5,7,2018
9/21/2018,36 to 50,Female,1,10,5,10,1,2,2018
9/21/2018,36 to 50,Male,2,5,5,4,3,1,2018
9/21/2018,21 to 35,Male,4,1,6,3,0,0,2018
9/21/2018,36 to 50,Male,3,10,6,2,10,2,2018
9/22/2018,51 or more,Female,4,10,8,8,0,2,2018
9/22/2018,21 to 35,Female,5,2,8,10,1,9,2018
9/22/2018,21 to 35,Female,2,7,4,8,5,1,2018
9/23/2018,21 to 35,Male,0,10,5,10,10,10,2018
9/23/2018,21 to 35,Male,1,4,3,10,10,2,2018
9/23/2018,51 or more,Female,4,5,5,10,10,1,2018
9/23/2018,51 or more,Female,4,10,5,10,2,1,2018
9/23/2018,21 to 35,Male,3,6,6,3,1,2,2018
9/23/2018,21 to 35,Female,3,7,6,9,4,4,2018
9/23/2018,21 to 35,Female,3,10,4,8,2,0,2018
9/23/2018,21 to 35,Female,3,4,4,7,5,3,2018
9/24/2018,Less than 20,Female,1,10,5,10,2,4,2018
9/25/2018,Less than 20,Male,5,2,6,2,2,2,2018
9/25/2018,36 to 50,Female,2,10,10,10,2,5,2018
9/26/2018,36 to 50,Male,5,3,3,0,1,2,2018
9/26/2018,51 or more,Male,2,4,5,10,10,8,2018
9/26/2018,21 to 35,Male,4,6,1,1,0,0,2018
9/27/2018,51 or more,Female,3,10,10,10,6,4,2018
9/27/2018,21 to 35,Male,5,1,3,3,1,1,2018
9/28/2018,36 to 50,Female,2,10,3,10,10,3,2018
9/28/2018,21 to 35,Male,4,5,2,3,2,2,2018
9/28/2018,36 to 50,Female,0,10,10,10,10,7,2018
9/28/2018,36 to 50,Male,1,10,7,10,3,1,2018
9/29/2018,36 to 50,Male,2,5,5,3,4,1,2018
9/29/2018,Less than 20,Female,3,4,4,4,3,0,2018
9/29/2018,51 or more,Female,5,2,10,6,5,3,2018
9/30/2018,21 to 35,Female,5,4,3,3,2,4,2018
9/30/2018,Less than 20,Female,4,6,5,2,5,6,2018
9/30/2018,36 to 50,Female,3,7,6,5,2,2,2018
9/30/2018,36 to 50,Female,3,6,10,10,10,8,2018
10/1/2018,51 or more,Female,1,7,8,3,4,0,2018
10/1/2018,21 to 35,Female,5,2,3,3,5,1,2018
10/1/2018,51 or more,Male,3,10,5,2,0,1,2018
10/1/2018,36 to 50,Female,4,10,8,10,1,2,2018
10/2/2018,36 to 50,Female,2,7,5,10,3,7,2018
10/2/2018,Less than 20,Male,1,1,2,0,5,0,2018
10/2/2018,36 to 50,Female,2,5,5,10,5,2,2018
10/2/2018,Less than 20,Male,1,8,1,2,10,2,2018
10/2/2018,Less than 20,Female,3,0,4,5,1,3,2018
10/3/2018,51 or more,Female,4,2,10,5,5,5,2018
10/4/2018,Less than 20,Female,2,4,8,6,9,3,2018
10/4/2018,36 to 50,Female,1,4,9,3,1,4,2018
10/4/2018,51 or more,Female,4,7,5,10,5,6,2018
10/4/2018,36 to 50,Female,2,7,5,8,3,8,2018
10/4/2018,21 to 35,Female,3,6,10,7,2,3,2018
10/4/2018,36 to 50,Female,4,7,2,2,2,0,2018
10/4/2018,21 to 35,Female,4,9,9,10,3,6,2018
10/4/2018,21 to 35,Male,3,7,8,1,6,0,2018
10/5/2018,21 to 35,Male,2,6,5,4,2,2,2018
10/5/2018,21 to 35,Male,2,6,5,4,2,2,2018
10/5/2018,21 to 35,Female,3,7,4,6,0,1,2018
10/5/2018,51 or more,Female,4,5,4,5,6,5,2018
10/5/2018,36 to 50,Female,5,2,4,3,8,1,2018
10/5/2018,21 to 35,Female,5,3,3,0,4,2,2018
10/5/2018,21 to 35,Male,2,8,8,1,3,4,2018
10/5/2018,21 to 35,Female,5,10,4,0,0,2,2018
10/5/2018,51 or more,Female,4,3,7,2,10,1,2018
10/6/2018,36 to 50,Female,2,8,6,10,10,1,2018
10/6/2018,36 to 50,Female,2,2,3,2,1,1,2018
10/6/2018,Less than 20,Male,3,10,10,2,1,3,2018
10/6/2018,21 to 35,Female,2,6,4,3,0,1,2018
10/6/2018,21 to 35,Female,2,5,7,7,1,8,2018
10/6/2018,21 to 35,Male,4,4,1,0,0,0,2018
10/6/2018,21 to 35,Female,3,10,4,7,7,5,2018
10/7/2018,21 to 35,Male,1,6,4,1,2,2,2018
10/7/2018,36 to 50,Female,2,10,1,5,5,5,2018
10/7/2018,51 or more,Female,2,10,10,10,10,8,2018
10/7/2018,36 to 50,Male,5,10,5,5,2,1,2018
10/7/2018,21 to 35,Male,2,10,10,5,2,2,2018
10/7/2018,51 or more,Male,5,7,4,10,5,9,2018
10/7/2018,Less than 20,Female,2,10,4,6,5,10,2018
10/8/2018,21 to 35,Male,4,1,2,6,3,1,2018
10/8/2018,21 to 35,Male,1,6,6,10,10,8,2018
10/8/2018,51 or more,Female,3,2,3,3,5,2,2018
10/8/2018,51 or more,Male,4,10,6,5,10,6,2018
10/9/2018,36 to 50,Female,4,5,2,7,0,1,2018
10/9/2018,36 to 50,Male,0,9,10,10,10,8,2018
10/9/2018,51 or more,Female,5,10,9,10,6,5,2018
10/9/2018,51 or more,Female,4,3,8,10,6,7,2018
10/9/2018,21 to 35,Female,3,5,10,10,2,1,2018
10/9/2018,51 or more,Male,5,10,2,5,3,10,2018
10/10/2018,Less than 20,Female,4,7,10,4,5,6,2018
10/10/2018,Less than 20,Female,4,7,10,4,5,3,2018
10/10/2018,51 or more,Male,2,6,10,6,4,2,2018
10/10/2018,21 to 35,Male,1,5,10,10,2,5,2018
10/10/2018,36 to 50,Female,2,6,7,7,10,4,2018
10/10/2018,21 to 35,Male,4,3,6,10,2,8,2018
10/10/2018,36 to 50,Female,5,3,4,5,0,2,2018
10/10/2018,21 to 35,Female,3,5,7,4,3,2,2018
10/10/2018,51 or more,Male,0,10,5,3,10,3,2018
10/10/2018,21 to 35,Female,1,10,10,5,5,5,2018
10/10/2018,21 to 35,Female,2,10,10,6,4,5,2018
10/10/2018,36 to 50,Female,4,4,5,4,4,3,2018
10/11/2018,36 to 50,Female,3,9,5,10,0,1,2018
10/11/2018,36 to 50,Female,3,10,5,10,1,2,2018
10/11/2018,21 to 35,Female,5,4,7,8,10,1,2018
10/11/2018,21 to 35,Female,3,8,7,8,10,7,2018
10/12/2018,51 or more,Female,0,10,10,7,0,0,2018
10/12/2018,51 or more,Female,1,10,6,9,0,0,2018
10/12/2018,51 or more,Male,3,1,4,10,4,1,2018
10/12/2018,36 to 50,Female,3,5,10,10,5,6,2018
10/12/2018,21 to 35,Female,2,10,7,10,2,5,2018
10/12/2018,Less than 20,Female,3,7,4,6,5,10,2018
10/12/2018,Less than 20,Female,3,8,4,6,3,6,2018
10/12/2018,21 to 35,Female,2,3,3,0,5,4,2018
10/12/2018,Less than 20,Female,1,10,8,3,6,5,2018
10/12/2018,51 or more,Female,2,5,10,10,5,6,2018
10/12/2018,Less than 20,Female,5,10,5,5,4,4,2018
10/12/2018,Less than 20,Male,3,2,4,3,1,2,2018
10/12/2018,21 to 35,Male,1,1,1,5,1,0,2018
10/12/2018,Less than 20,Male,5,10,4,5,4,2,2018
10/14/2018,21 to 35,Female,3,8,5,2,1,3,2018
10/14/2018,36 to 50,Male,2,7,10,8,10,2,2018
10/14/2018,21 to 35,Female,5,5,7,6,10,10,2018
10/14/2018,36 to 50,Male,1,7,5,4,10,8,2018
10/14/2018,36 to 50,Female,2,7,10,2,8,4,2018
10/15/2018,36 to 50,Female,2,8,10,10,0,2,2018
10/15/2018,21 to 35,Female,2,3,5,5,2,2,2018
10/15/2018,21 to 35,Female,4,5,7,5,5,3,2018
10/15/2018,51 or more,Female,4,10,10,5,2,2,2018
10/15/2018,21 to 35,Female,3,7,7,1,5,2,2018
10/15/2018,51 or more,Female,1,10,8,10,5,9,2018
10/16/2018,36 to 50,Male,3,5,6,7,10,3,2018
10/16/2018,36 to 50,Female,5,0,6,5,1,0,2018
10/16/2018,36 to 50,Male,3,6,5,3,10,1,2018
10/17/2018,36 to 50,Male,5,1,2,10,3,1,2018
10/17/2018,36 to 50,Male,2,9,5,6,10,5,2018
10/17/2018,36 to 50,Male,1,5,8,8,5,3,2018
10/17/2018,36 to 50,Male,2,10,5,5,10,4,2018
10/17/2018,36 to 50,Male,3,2,2,3,4,0,2018
10/17/2018,21 to 35,Female,2,3,10,10,5,10,2018
10/17/2018,21 to 35,Female,3,10,10,10,8,2,2018
10/17/2018,21 to 35,Female,2,10,5,3,9,6,2018
10/17/2018,21 to 35,Male,2,5,5,10,3,8,2018
10/17/2018,21 to 35,Male,2,7,10,10,3,10,2018
10/17/2018,36 to 50,Female,3,8,7,10,1,4,2018
10/17/2018,51 or more,Female,2,5,8,6,5,3,2018
10/18/2018,51 or more,Female,3,4,7,6,0,8,2018
10/18/2018,51 or more,Female,3,9,10,10,9,7,2018
10/18/2018,21 to 35,Female,3,3,5,10,2,6,2018
10/18/2018,21 to 35,Female,5,2,3,10,1,7,2018
10/18/2018,51 or more,Male,3,10,1,0,0,0,2018
10/18/2018,21 to 35,Male,2,3,3,1,0,0,2018
10/18/2018,21 to 35,Female,4,10,6,7,4,4,2018
10/19/2018,51 or more,Female,1,10,6,8,4,1,2018
10/19/2018,36 to 50,Male,2,3,5,10,5,2,2018
10/19/2018,36 to 50,Female,4,4,6,0,0,1,2018
10/19/2018,21 to 35,Male,2,4,4,1,0,0,2018
10/19/2018,21 to 35,Female,1,8,5,7,2,5,2018
10/19/2018,Less than 20,Male,2,10,3,2,5,2,2018
10/20/2018,51 or more,Male,2,10,4,4,8,3,2018
10/20/2018,21 to 35,Female,4,10,10,10,3,8,2018
10/21/2018,Less than 20,Female,3,5,7,8,2,1,2018
10/21/2018,51 or more,Female,2,7,4,1,5,3,2018
10/21/2018,36 to 50,Female,2,4,3,2,5,2,2018
10/21/2018,51 or more,Female,1,9,10,10,5,3,2018
10/21/2018,36 to 50,Female,2,10,6,3,0,1,2018
10/22/2018,Less than 20,Female,4,6,10,10,3,0,2018
10/22/2018,36 to 50,Female,3,3,10,3,3,0,2018
10/22/2018,21 to 35,Female,4,1,2,0,1,3,2018
10/22/2018,21 to 35,Female,4,1,2,0,1,3,2018
10/22/2018,36 to 50,Female,1,2,10,10,0,2,2018
10/22/2018,36 to 50,Female,3,5,4,4,0,1,2018
10/23/2018,51 or more,Female,4,2,3,3,3,2,2018
10/23/2018,21 to 35,Female,4,3,3,10,2,1,2018
10/23/2018,36 to 50,Female,4,0,5,4,0,0,2018
10/23/2018,51 or more,Female,4,10,2,2,5,6,2018
10/23/2018,21 to 35,Male,0,10,5,0,1,0,2018
10/23/2018,21 to 35,Male,3,6,6,6,4,8,2018
10/24/2018,36 to 50,Female,2,7,6,6,1,1,2018
10/24/2018,36 to 50,Female,4,8,3,2,4,2,2018
10/24/2018,36 to 50,Female,4,3,8,7,5,3,2018
10/24/2018,51 or more,Female,4,6,5,10,10,5,2018
10/24/2018,21 to 35,Female,1,9,3,7,0,1,2018
10/24/2018,36 to 50,Male,3,0,10,2,1,0,2018
10/25/2018,Less than 20,Female,2,5,4,4,3,3,2018
10/25/2018,21 to 35,Female,2,6,10,10,5,1,2018
10/25/2018,21 to 35,Male,5,8,10,3,10,1,2018
10/25/2018,36 to 50,Female,3,10,9,10,10,7,2018
10/25/2018,21 to 35,Male,1,10,3,10,2,10,2018
10/25/2018,21 to 35,Male,2,2,2,3,3,1,2018
10/25/2018,36 to 50,Male,3,8,8,5,0,2,2018
10/25/2018,21 to 35,Female,1,5,9,6,3,3,2018
10/25/2018,51 or more,Female,2,6,10,8,10,6,2018
10/25/2018,21 to 35,Female,2,6,9,5,5,3,2018
10/25/2018,21 to 35,Female,2,6,9,5,5,3,2018
12/7/2018,21 to 35,Female,3,4,6,6,4,7,2018
12/7/2018,21 to 35,Male,2,5,5,4,1,3,2018
12/7/2018,Less than 20,Female,3,5,6,4,2,3,2018
12/7/2018,21 to 35,Female,2,10,10,1,0,5,2018
12/7/2018,21 to 35,Male,1,10,10,8,5,4,2018
12/7/2018,21 to 35,Male,1,10,1,1,0,3,2018
12/7/2018,21 to 35,Female,3,5,5,5,5,8,2018
12/8/2018,21 to 35,Male,3,10,1,0,2,2,2018
12/8/2018,21 to 35,Female,5,3,3,9,5,0,2018
12/8/2018,36 to 50,Male,3,7,7,10,7,8,2018
12/9/2018,36 to 50,Female,4,10,2,6,0,2,2018
12/9/2018,36 to 50,Female,3,10,2,5,0,3,2018
12/9/2018,36 to 50,Female,1,2,4,5,1,0,2018
12/9/2018,36 to 50,Female,2,10,1,1,0,1,2018
12/9/2018,51 or more,Male,3,9,3,3,1,1,2018
12/9/2018,36 to 50,Female,3,2,10,9,4,1,2018
12/9/2018,36 to 50,Female,0,8,6,4,10,1,2018
12/10/2018,36 to 50,Female,0,5,4,6,1,0,2018
12/11/2018,51 or more,Female,1,10,5,4,0,3,2018
12/11/2018,36 to 50,Male,4,10,10,8,9,7,2018
12/11/2018,21 to 35,Female,3,3,5,2,3,2,2018
12/12/2018,Less than 20,Male,3,2,5,2,2,1,2018
12/12/2018,Less than 20,Female,2,10,7,8,2,2,2018
12/12/2018,21 to 35,Female,3,2,6,3,2,1,2018
12/12/2018,36 to 50,Male,4,6,5,8,2,5,2018
12/13/2018,Less than 20,Female,3,5,10,3,10,2,2018
12/13/2018,21 to 35,Female,2,10,4,7,0,1,2018
12/13/2018,21 to 35,Male,3,10,6,5,3,2,2018
12/13/2018,21 to 35,Female,2,8,6,0,2,1,2018
12/13/2018,21 to 35,Female,1,1,6,9,2,0,2018
12/14/2018,Less than 20,Female,1,4,4,7,4,2,2018
12/14/2018,51 or more,Female,0,0,0,0,0,0,2018
12/14/2018,21 to 35,Male,3,10,3,3,2,2,2018
12/15/2018,36 to 50,Male,1,10,3,10,10,6,2018
12/15/2018,21 to 35,Male,3,5,6,7,1,2,2018
12/16/2018,21 to 35,Female,5,10,7,8,2,7,2018
12/16/2018,51 or more,Female,3,4,2,1,0,1,2018
12/16/2018,36 to 50,Male,3,10,10,10,2,2,2018
12/16/2018,21 to 35,Male,4,4,0,0,1,0,2018
12/17/2018,21 to 35,Male,4,5,4,4,0,0,2018
12/17/2018,21 to 35,Female,3,4,2,10,1,6,2018
12/17/2018,21 to 35,Male,1,10,2,3,0,1,2018
12/17/2018,51 or more,Female,1,6,3,2,0,2,2018
12/17/2018,51 or more,Female,2,2,8,10,10,8,2018
12/17/2018,36 to 50,Female,3,6,10,10,3,1,2018
12/18/2018,36 to 50,Female,2,4,7,4,1,1,2018
12/18/2018,36 to 50,Male,5,10,2,3,10,5,2018
12/18/2018,21 to 35,Male,2,5,3,4,3,1,2018
12/18/2018,21 to 35,Male,2,5,3,4,3,1,2018
12/18/2018,21 to 35,Male,1,2,2,10,3,8,2018
12/18/2018,21 to 35,Female,2,7,3,5,4,3,2018
12/18/2018,36 to 50,Female,5,5,5,10,2,6,2018
12/19/2018,Less than 20,Male,4,10,10,10,10,4,2018
12/19/2018,36 to 50,Male,2,2,4,3,2,1,2018
12/19/2018,36 to 50,Female,4,1,8,7,0,1,2018
12/20/2018,51 or more,Female,2,7,4,10,5,4,2018
12/20/2018,36 to 50,Male,4,10,6,10,8,2,2018
12/20/2018,21 to 35,Female,5,10,5,3,4,3,2018
12/21/2018,51 or more,Female,3,10,10,2,5,3,2018
12/21/2018,21 to 35,Female,3,0,1,5,1,0,2018
12/21/2018,Less than 20,Female,4,10,5,1,1,5,2018
12/22/2018,21 to 35,Male,2,6,10,5,2,2,2018
12/22/2018,36 to 50,Male,2,10,1,1,2,0,2018
12/22/2018,21 to 35,Male,3,6,3,10,1,4,2018
12/23/2018,36 to 50,Male,0,8,7,10,6,8,2018
12/23/2018,Less than 20,Female,2,6,2,4,4,1,2018
12/23/2018,51 or more,Female,5,7,6,10,5,1,2018
12/24/2018,36 to 50,Male,3,7,6,9,6,6,2018
12/25/2018,36 to 50,Male,1,10,5,4,3,6,2018
12/25/2018,36 to 50,Female,1,6,2,1,1,1,2018
12/25/2018,36 to 50,Male,1,10,4,6,8,10,2018
12/26/2018,21 to 35,Male,1,4,4,2,1,1,2018
12/27/2018,51 or more,Female,3,5,7,10,5,4,2018
12/27/2018,21 to 35,Male,2,5,3,3,0,5,2018
12/27/2018,21 to 35,Male,5,10,3,1,0,0,2018
12/27/2018,21 to 35,Male,5,10,3,1,0,0,2018
12/28/2018,51 or more,Female,5,10,5,10,5,8,2018
12/28/2018,51 or more,Female,4,4,3,3,1,1,2018
12/28/2018,51 or more,Male,5,10,2,2,0,8,2018
12/29/2018,21 to 35,Male,4,10,0,2,2,10,2018
12/29/2018,21 to 35,Female,4,0,4,5,0,0,2018
12/30/2018,36 to 50,Female,4,10,2,4,1,1,2018
12/30/2018,Less than 20,Female,5,6,7,4,0,7,2018
12/30/2018,21 to 35,Male,1,4,3,3,1,0,2018
12/30/2018,21 to 35,Male,1,1,3,3,1,2,2018
12/30/2018,36 to 50,Male,3,2,4,2,0,0,2018
12/30/2018,21 to 35,Female,1,0,5,0,0,0,2018
12/31/2018,36 to 50,Female,3,7,4,5,10,2,2018
12/31/2018,36 to 50,Male,5,4,1,10,0,2,2018
12/31/2018,36 to 50,Female,3,10,2,2,0,1,2018
1/1/2019,51 or more,Female,2,5,5,5,3,1,2019
1/2/2019,Less than 20,Male,0,10,4,5,0,0,2019
1/2/2019,51 or more,Male,2,1,2,10,1,4,2019
1/2/2019,21 to 35,Female,0,6,4,7,1,5,2019
1/2/2019,36 to 50,Female,1,10,5,7,1,1,2019
1/2/2019,21 to 35,Female,0,10,8,6,2,4,2019
1/2/2019,36 to 50,Female,1,10,4,4,1,1,2019
1/3/2019,36 to 50,Male,4,2,3,8,0,8,2019
1/3/2019,21 to 35,Female,1,3,4,2,0,5,2019
1/3/2019,Less than 20,Female,4,4,4,5,3,2,2019
1/3/2019,21 to 35,Female,2,7,5,2,5,1,2019
1/4/2019,21 to 35,Female,4,7,2,6,0,0,2019
1/4/2019,21 to 35,Female,4,2,2,6,0,3,2019
1/4/2019,21 to 35,Male,3,10,1,2,0,5,2019
1/5/2019,36 to 50,Female,5,9,5,10,2,5,2019
1/5/2019,51 or more,Female,3,8,5,3,3,1,2019
1/5/2019,51 or more,Female,3,8,4,8,10,6,2019
1/6/2019,21 to 35,Female,1,5,10,3,10,1,2019
1/6/2019,21 to 35,Male,3,7,6,2,3,3,2019
1/6/2019,51 or more,Female,3,7,6,10,4,1,2019
1/6/2019,36 to 50,Female,3,10,2,7,4,1,2019
1/6/2019,21 to 35,Female,3,4,10,10,5,7,2019
1/7/2019,21 to 35,Male,1,6,7,0,3,1,2019
1/7/2019,36 to 50,Female,5,8,10,4,2,3,2019
1/7/2019,51 or more,Female,5,7,3,6,2,3,2019
1/7/2019,36 to 50,Male,2,7,0,5,0,3,2019
1/7/2019,36 to 50,Female,3,8,5,6,10,10,2019
1/7/2019,21 to 35,Male,1,7,2,4,2,5,2019
1/7/2019,36 to 50,Female,4,7,5,10,5,2,2019
1/8/2019,21 to 35,Male,3,7,3,6,2,3,2019
1/8/2019,51 or more,Female,3,3,6,5,10,2,2019
1/8/2019,21 to 35,Male,4,10,3,4,1,4,2019
1/8/2019,51 or more,Female,5,1,2,7,0,1,2019
1/9/2019,21 to 35,Male,2,3,6,0,1,1,2019
1/9/2019,21 to 35,Male,1,1,5,1,2,0,2019
1/9/2019,36 to 50,Female,4,5,10,2,0,2,2019
